 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2009-2011
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"130030 Autazes";8320;6222;14898;10328;8743;9952;24982;11001;9413;11476;24229;14031;4647;2469;9411;22826;269;506;35003;3270;4662;4671;6875;1979;660;907;125;6;2648;83095;76349;7524;5101;15765;1584;4312;1270;4010;5467;3212;10333;18286;4782;11281;1;7;15;12;-;5;-;4;2;2
"130040 Barcelos";706;415;1369;1450;1182;1336;4475;1481;1042;1086;19;1455;998;25;725;1582;29;-;-;-;-;3;133;1;21;36;73;-;-;19772;730;833;1286;1301;170;1722;35;2541;-;2564;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"130050 Barreirinha";-;2733;6893;4728;3366;4341;12891;4877;4090;5253;27086;10571;2125;1557;7215;21710;28;131;609;55;56;690;760;26;124;81;1;-;545;66026;1111;5443;2622;6252;674;4031;200;3833;28895;692;2269;4430;602;1338;-;1;-;-;-;-;-;-;6;-
"130060 Benjamin Constant";14494;3744;7458;4870;3949;5158;12923;5220;4357;6416;14382;11051;2219;838;3847;7496;117;194;5533;1054;1211;3147;5256;1164;837;1308;40;8;452;16259;252;7478;8421;15536;995;1986;192;668;1040;1167;1362;1983;100;3516;-;8;8;8;-;-;-;1152;123;41
"130063 Beruri";170;5726;15151;11419;9645;8793;20008;8591;7158;6921;12549;9242;1346;280;1452;2873;253;246;50921;6;346;345;4444;402;1368;1393;51;15;1016;25236;4756;7449;3309;21559;707;851;433;1735;5720;1043;2577;6761;372;3876;-;-;-;-;-;-;-;-;-;-
"130068 Boa Vista do Ramos";476;1275;2827;2586;2034;2506;4551;2789;20379;4169;1794;4473;958;172;3111;9083;155;50;3254;2878;101;787;12418;1110;249;242;78;-;-;21821;4281;7223;6742;28930;2568;5939;2119;13543;9384;1335;4939;8723;563;13448;-;-;-;-;-;-;-;-;-;6
"130070 Boca do Acre";10606;1740;6582;5958;4253;3798;14552;4745;3551;4631;70;6953;466;54;2817;10983;41;420;48320;725;178;2355;2989;436;23;65;17;2;23;16663;13724;11570;4058;10936;1352;90;165;4261;47704;898;3734;7899;532;6608;1;2;-;-;-;-;-;-;3;-
"130080 Borba";437339;3981;11286;9561;7484;8532;24948;9705;8023;8890;7418;12128;7002;367;3895;12611;165;229;23505;2273;697;2179;1712;1012;317;793;110;127;113;83224;7186;28838;17757;38966;4074;5825;410;4055;279575;5341;9165;16884;2951;22072;-;12;2;-;-;2;-;-;19;-
"130083 Caapiranga";2316;4701;6195;5601;5001;5061;9796;5698;4966;5155;7868;4619;1206;61;3180;4633;30;13;18772;16;492;1838;2881;2307;2142;2007;129;2302;32664;39826;26168;6446;3309;5711;2060;2687;1693;9893;25818;490;33298;39220;3415;54908;-;-;-;-;-;-;-;-;-;-
"130090 Canutama";2862;1489;4280;4313;4137;3884;10506;5092;3984;4046;16900;3605;1061;1192;1666;7776;147;123;8046;971;1122;976;959;183;131;1000;5;1849;220;47420;1696;5361;6691;6798;75;527;9;555;9099;296;812;2090;78;9662;-;7;3;-;-;-;-;4;5;4
"130100 Carauari";1914;2517;2129;1850;2008;1942;2832;2134;2516;3192;9883;9172;4051;1166;3737;6386;130;71;4993;1071;735;2557;256;418;454;118;7;609;812;19216;1551;1954;1824;2816;642;1691;938;1065;308;1449;2311;7618;1241;311;-;-;7;-;-;2;-;2;3;9
"130110 Careiro";1099;3494;9524;8280;6178;6353;141029;8135;8479;9349;17238;8107;4316;1251;5548;16209;267;512;14289;2611;1456;2516;4396;1339;263;812;28;167;1537;293989;294755;17010;8124;16903;3491;3796;3966;32222;1070;1475;3503;10715;665;8362;2;7;2;1;-;3;1;9;-;2
"130115 Careiro da Várzea";12;1582;5299;5457;4122;3179;10333;4337;3626;3746;611;1760;1165;276;2128;6522;92;57;5200;480;869;852;2974;1123;55;292;16;145;28;15642;3921;5352;1847;3743;559;1410;497;1411;1188;733;2447;3047;1640;2686;-;1;3;-;-;-;-;2;-;-
"130120 Coari";985;5034;13207;9823;7011;9135;33839;10285;9785;18035;22461;22586;7667;901;8112;26266;435;2149;120485;2986;946;6931;18067;6572;126;295;70;-;36;103386;352144;198199;10890;8981;8622;6782;10505;8547;53606;5305;7942;13795;18286;81838;3;42;-;1;-;-;-;3;2;3
"130130 Codajás";6214;2531;6298;4826;3568;4437;13182;4994;4536;6326;15041;8222;1937;109;2868;7624;134;193;34268;1335;1161;4255;4155;950;572;1305;59;1;1;19256;10939;13690;7726;17913;2566;2867;863;3271;18228;1440;3182;5408;234;1682;7;-;2;-;-;2;-;-;1;1
"130140 Eirunepé";3283;4002;11452;8016;5993;8143;26708;8244;6520;9876;18575;11938;2320;396;2706;16437;259;95;27406;2005;620;1742;1378;2481;204;179;38;3;131;63739;570;9904;2765;27577;660;527;62;2382;30828;936;2893;8035;436;7416;-;-;-;-;-;-;-;-;-;1
"130150 Envira";56;1931;5601;3868;2928;3521;11255;3724;2638;3455;1404;5083;1562;160;1607;10003;16;5;10314;17;809;445;548;118;57;75;9;5281;985;115881;514386;14113;5571;18409;1476;1031;136;3959;35310;2165;2835;5280;2385;4097;-;-;-;-;-;-;-;1;-;-
"130160 Fonte Boa";981;2085;7434;6056;4363;5083;16108;5226;4110;4432;431564;9108;917;498;1961;4650;135;898;48030;1684;760;1505;1188;321;51;119;3;1;319;34824;14040;2776;1746;3522;413;117;27;1698;44167;284;8148;9264;2962;1122;-;-;-;-;-;-;-;-;-;-
"130165 Guajará";-;1218;2972;2456;1882;2216;7169;2750;2244;3188;2064;5420;1061;910;1810;9019;434;133;3607;975;760;1560;1556;1306;225;342;1;163;572;18197;253;1988;654;2322;469;110;1;127;38159;102;1774;9434;70;3390;17;9;-;2;-;-;-;14;1;2
"130170 Humaitá";3455;6301;15435;20035;18437;24595;72654;22530;19709;25905;16473;17920;8678;1410;4132;17748;405;355;75752;6141;4505;4670;9482;4526;256;642;7;363;70;51297;116673;21938;12940;50914;6087;6608;128;15209;139748;1051;1333;4647;3583;7897;-;5;-;6;-;-;-;2;-;1
"130180 Ipixuna";6748;5208;9982;7815;7222;7833;18696;7758;7173;5764;12895;12140;1963;669;3974;8364;162;121;5513;2804;1226;4139;258;184;406;173;72;515;10020;273948;16497;2090;8460;13278;323;1193;113;390;961;339;1454;1941;232;661;67;5;17;40;-;6;-;11;-;7
"130185 Iranduba";17688;8053;15800;14139;11877;13521;30592;16029;15561;19048;51528;19644;13266;8346;17376;43118;1133;910;30228;3277;8884;8255;12112;9053;1662;1904;301;2614;655;128489;28108;70100;12978;21172;6722;8685;537;4427;118741;2402;53219;74625;28818;75950;4;36;11;15;-;4;4;25;22;9
"130190 Itacoatiara";13879;16766;41163;43736;37920;38748;114557;44330;37711;45584;436978;35278;14605;2870;26650;59747;839;1092;211242;10884;8455;8781;19848;7258;722;1670;48;1514;1984;252508;119742;66157;48576;152762;19396;13697;2995;18853;675989;3862;39116;44083;38905;70647;1;4;2;3;-;1;-;6;4;-
"130195 Itamarati";-;270;424;386;257;349;697;428;324;472;1101;1404;688;396;421;1247;61;57;1144;91;847;81;180;149;255;235;18;-;-;3381;120;166;71;312;117;755;78;3734;54;206;2874;5677;-;4228;-;2;-;-;-;-;-;-;-;11
"130200 Itapiranga";3370;2443;4336;3992;3450;3830;10619;3807;3178;4807;17280;4548;1806;181;2441;6934;34;78;26071;821;42;1255;1644;106;4;3;7;357;198;30036;33195;2505;3848;8114;509;480;34;5473;14582;1043;3014;5446;5407;4497;-;7;-;1;-;1;-;-;3;-
"130210 Japurá";40;866;2314;2151;1654;1847;4530;1838;1515;2257;2029;3063;1189;755;999;2305;70;55;4981;88;83;274;95;105;177;64;24;21;143;21481;2176;2803;1616;4796;525;1832;639;1218;24036;477;5193;10044;394;11792;4;5;1;1;-;-;-;-;-;3
"130220 Juruá";6;989;2670;2270;1772;2248;6593;2403;2058;2459;5709;4434;2687;8883;1257;5040;418;67;21930;2301;1819;2129;1190;352;513;239;35;187;1221;26064;5274;4810;3905;11014;516;3573;418;7281;50;364;8966;18979;4353;16204;-;3;2;1;-;-;-;-;2;4
"130230 Jutaí";305;3128;5087;3684;3563;3592;6294;3360;3027;2492;1883;6870;955;259;1672;3382;5;-;2317;102;296;751;2;1;19;9;6;-;143;19532;2664;1416;1287;6668;252;818;152;3051;219;220;9738;21137;997;20197;-;2;-;1;-;-;-;-;1;-
"130240 Lábrea";6735;6086;10935;9963;8193;10287;24349;10732;10259;13631;198075;14300;6396;7568;4886;28347;130;31;20421;2549;4590;3841;3052;191;70;99;-;1044;67766;36436;37207;5360;2197;6053;775;3129;801;32885;23667;1245;8392;13281;1188;52326;-;5;1;1;-;2;-;-;-;-
"130250 Manacapuru";7489;18084;38023;27519;21833;26658;60771;31081;27146;35291;66607;39169;11867;5716;23424;40819;1062;715;76582;10943;11323;13824;7193;9879;723;1022;296;504;1994;111108;124018;93397;392746;450480;12800;16031;3262;445489;400780;7960;24220;28491;18469;181307;3;53;33;14;3;2;-;19;7;3
"130255 Manaquiri";10721;1203;2416;1938;1571;1975;5559;2122;1612;1993;6508;5914;2429;64;7145;10952;44;63;39460;2673;1205;1800;1606;1474;526;218;4;50;739;8238;574;4551;3648;18795;348;1868;273;783;32319;391;2754;9906;235;7716;-;-;1;3;-;3;-;-;-;4
"130260 Manaus";29376;25911;61672;67375;64863;104587;304766;161488;150483;183985;173242;151926;88140;16611;149536;336534;1494;5501;344981;53364;70035;40934;88769;109807;693;3398;984;19458;18721;695744;89916;502444;823931;302862;116660;10313;14905;56422;286160;16613;170580;182452;8700;296715;169;177;112;93;-;37;37;73;71;202
"130270 Manicoré";9717;5801;18836;13882;14774;12939;35752;13663;12430;14250;16340;13849;5377;3273;4992;20667;376;256;12834;1676;2138;3267;3483;746;244;751;14;105;283;99020;48824;21704;11293;39421;1723;5823;1117;1546;75530;462;2257;6130;1360;4938;-;-;-;-;-;-;-;-;-;-
"130280 Maraã";774;1368;3855;2991;2104;2090;7992;2409;1733;2064;19857;6263;5696;10008;4644;10707;4820;4750;20725;155;1074;69;1;271;141;111;54;10;841;50831;64037;3583;6530;23292;1054;9847;528;13901;25513;286;5116;24492;5321;16695;-;-;-;-;-;-;-;-;-;-
"130290 Maués";1;6469;20350;16715;12597;14517;44159;18419;16285;21840;23536;18144;5077;970;6078;14786;169;1897;107377;4829;1880;6144;34339;1819;131;293;13;1715;4581;80190;151022;24491;13316;31153;4367;7557;780;20286;1567;1554;3445;3143;1777;2559;-;1;1;2;-;1;-;2;-;1
"130300 Nhamundá";11584;3985;5822;5162;4061;3615;6926;3161;2831;3305;19375;3964;4218;1284;2308;3344;28;39;9521;323;297;1662;254;84;164;9;23;5;96;32944;18005;7971;2056;14600;319;387;279;690;8471;459;3849;10694;1595;8386;-;-;-;-;-;-;-;1;-;4
"130310 Nova Olinda do Norte";5021;4810;14319;11315;8657;9590;26287;10630;9120;12409;20552;13511;3589;1128;6156;15204;433;120;19350;1739;2613;2282;2056;1070;492;617;189;81;697;74860;18566;14884;7534;36783;1501;3513;302;3651;53269;1108;17325;26123;8618;17447;1;8;6;3;-;2;-;1;3;5
"130320 Novo Airão";844;2141;4892;3805;2720;3490;7670;2958;2477;3494;2506;4954;2837;938;1804;4659;114;51;4198;769;950;1020;6207;474;369;137;50;1396;1046;8724;10634;5476;6075;4170;434;584;233;6350;76788;877;3290;5354;1918;9363;-;2;1;-;-;1;-;4;-;-
"130330 Novo Aripuanã";40;1677;5196;4294;3028;3347;11142;3871;3232;4940;14615;4765;2354;2219;3101;6978;258;274;29061;1890;1334;1165;919;250;117;154;10;3;11;60130;362;14638;6583;21023;2298;247;1217;551;90656;482;12992;18383;939;1323;-;-;-;-;-;-;-;-;-;-
"130340 Parintins";13134;5448;12644;10637;8610;11159;25565;17343;11822;18826;46179;31654;13150;5201;23092;55709;335;1841;54630;4505;8090;8293;8499;5107;1016;1015;66;98;5271;146980;20528;59370;33261;37103;10370;18784;910;85017;61918;5695;9219;33861;6255;109259;-;13;6;4;-;7;-;27;45;-
"130350 Pauini";4843;2771;3434;2892;2702;3157;3678;2288;1927;1606;1504;8424;732;517;1631;12621;82;24;12523;591;332;1267;212;207;693;159;31;17;4588;45401;10348;31018;7029;57290;2032;2225;1104;1536;7222;510;13647;27555;8625;16244;-;-;-;-;-;-;-;-;2;-
"130353 Presidente Figueiredo";5728;4083;14181;13321;11337;11434;38549;15456;14031;14642;14986;12283;5305;1289;7578;25653;600;552;52406;3858;2873;3402;6342;14226;168;638;29;938;673;61186;41848;20064;13916;30270;2765;588;1025;20220;97511;615;6823;9305;9765;35879;-;3;-;1;-;-;-;16;7;45
"130356 Rio Preto da Eva";4374;2950;10328;9906;7981;8191;28125;11835;10176;12135;31792;5023;2169;2409;3411;10656;219;212;16972;1469;2839;2444;10424;3238;305;860;47;-;1334;137726;3383;27815;12255;33287;3213;1693;655;10829;115506;1443;26512;32236;23763;29950;-;1;2;1;-;-;-;-;-;-
"130360 Santa Isabel do Rio Negro";997;1144;2240;1961;1500;1573;4769;2503;2578;4722;259295;2829;1407;222;1458;4561;12;60;2707;173;175;1162;150;139;86;80;55;7;226;24444;15593;5517;4314;14243;448;1419;248;1309;1979;1363;1559;6464;1306;11759;-;8;-;-;-;-;-;-;-;8
"130370 Santo Antônio do Içá";1508;1680;2775;1749;1479;1986;3855;2625;1972;1247;13566;3704;1546;384;1422;5358;58;73;1011;131;80;22;41;-;15;-;-;30;-;34685;7266;6138;2827;22489;348;2230;89;1332;9173;1228;3268;13422;2379;3783;-;-;-;30;-;-;-;-;-;10
"130380 São Gabriel da Cachoeira";4534;993;2896;2159;1573;1776;6806;2671;2719;3878;8600;6295;2900;627;1163;4541;521;207;46930;1823;1548;1810;3567;1545;134;397;60;-;101;26529;105093;5290;4003;2923;676;7897;66;372;20507;266;1289;6562;8542;6303;-;2;-;1;-;-;-;1;4;152
"130390 São Paulo de Olivença";3137;2082;6728;3750;2698;3167;10623;2962;2449;3807;18164;5329;2012;1070;1326;3949;11;56;5034;635;985;2185;1257;1018;354;226;206;157;2;32863;43885;2909;5269;13768;671;3711;218;5656;6186;786;394;4245;123;651;-;1;1;1;-;1;-;-;-;5
"130395 São Sebastião do Uatumã";10;1749;4359;4126;4094;6041;15516;4952;4024;5713;17192;4334;1922;1109;2003;4083;15;51;21860;865;1019;1401;456;118;24;13;-;-;860;33539;21707;4613;3355;5743;205;788;16;1223;24017;1482;1267;2137;1083;1493;-;3;2;3;-;-;-;-;5;-
"130400 Silves";19844;1686;4281;3259;2274;2265;6253;2307;2006;1989;20432;4169;789;530;2129;4085;18;56;9670;612;511;822;1597;486;153;214;15;1;85;26207;21809;5239;6232;19220;868;1005;1151;4765;12891;368;2037;3210;1444;4278;-;6;-;1;-;-;-;2;-;3
"130406 Tabatinga";4001;4918;11176;7981;4920;6620;22636;6027;4598;6149;71963;20326;3612;724;5582;12338;186;701;26884;1218;1657;3894;7795;1848;108;262;9;-;111;132414;71652;11569;9721;17456;1849;3228;221;32436;43757;2524;3959;16967;7271;10846;-;8;3;2;-;1;-;-;6;17
"130410 Tapauá";3282;4416;8794;7409;6240;8463;22990;8600;7258;6769;13076;7840;3600;386;2814;14406;65;65;22899;1933;3058;1140;6081;834;577;272;48;3772;1710;76363;36505;28626;37500;62957;2906;3940;1627;15458;21462;972;33392;48194;26528;41856;-;3;2;1;-;-;-;1;2;-
"130420 Tefé";231;11218;29788;19069;12288;15126;55944;18083;16354;23159;1751;24353;8739;1382;7503;15282;39;387;90136;1126;311;4749;2964;537;1790;462;2;-;140;143219;99741;6272;2756;11112;1731;2799;335;1762;25373;1628;4074;5678;74;49014;-;1;-;-;-;-;-;-;-;-
"130423 Tonantins";-;3938;3836;3724;3383;3139;2873;2474;1966;1494;10973;7391;7256;3700;2775;7776;127;18;1;4;3;2;4;-;-;-;1;-;-;28114;5722;3017;2604;1998;1680;1879;1129;14358;16173;508;33471;52690;11382;112102;-;-;-;-;-;-;-;-;-;-
"130426 Uarini";2340;2729;7029;4678;3182;3565;11051;3271;2941;2840;152259;6181;1646;8361;1342;3305;844;422;10846;2095;1023;2218;849;343;121;47;3;-;108;39707;245180;1366;1848;15727;1312;1202;333;23441;2235;1678;4444;16030;10;19498;32;7;2;-;-;-;-;-;-;5
"130430 Urucará";38;3604;9040;6902;4808;5931;19043;7098;5416;9191;58693;7979;2170;805;4236;10375;90;233;16347;1597;117;1038;1013;124;135;20;10;10;-;125426;2533;5302;2911;5431;320;761;365;2540;79324;321;2203;4755;5693;8306;-;1;-;-;-;-;-;-;-;1
"130440 Urucurituba";2990;2587;4958;4152;3587;6013;9040;5072;4543;4672;15989;5434;2053;222;2346;4728;122;41;15754;494;1276;2688;882;919;431;360;49;33;61;26834;6060;2996;3550;9352;360;1404;258;1001;5220;882;7121;9360;2133;3502;-;1;-;1;1;-;-;-;-;1
"140005 Alto Alegre";-;921;2861;3074;2783;2767;8371;4001;3615;4342;114196;3782;2979;1689;3550;6914;77;91;2289;296;272;1737;690;1122;78;67;-;-;86;39981;8537;5641;1259;4212;267;758;71;357;266;405;11273;19418;2866;36334;-;2;-;1;-;1;-;-;7;-
"140002 Amajari";-;1225;1640;2650;4435;2180;3888;3847;2776;2415;769;1164;663;333;818;1859;77;54;290;231;90;560;846;497;376;694;3;4;-;12370;407;2796;1864;5921;219;553;271;97;8;120;850;1927;8;1766;2;-;-;-;-;-;-;3;-;-
"140010 Boa Vista";90479;11426;26550;25304;22754;33235;138052;60845;56947;84186;41036;79172;52345;11561;47257;138647;3054;2571;263568;17984;15453;18549;43915;56399;738;1905;54;105;360;552310;25597;8011;6510;32407;3785;2104;1177;9504;22844;2869;36668;48027;7830;21249;5;133;18;73;-;10;-;79;68;56
"140015 Bonfim";338;1125;3800;2935;2012;2118;7369;2747;1829;1975;7889;2942;2022;788;1708;4133;43;26;3036;145;887;959;1372;1315;99;127;44;4;1002;32848;7007;4602;1876;9469;362;942;227;7985;9502;400;711;9143;413;13461;-;4;-;2;-;-;-;5;7;3
"140017 Cantá";2;491;1218;1156;929;970;2532;1272;1073;1577;4447;2404;2083;637;1057;2149;116;37;2470;389;578;574;699;494;66;144;4;318;102;21071;4828;1238;965;2218;191;567;149;160;44;244;1049;3518;3868;5851;-;5;1;-;-;-;-;2;4;3
"140020 Caracaraí";-;1472;5051;4658;3744;4388;12493;4823;3815;3563;6960;4801;4764;1146;3756;15174;136;74;2833;490;923;1935;1949;1157;642;238;88;-;73;30112;9872;6506;2765;4418;795;1702;123;700;11744;392;2927;8178;5114;8019;-;2;1;1;-;7;1;2;12;38
"140023 Caroebe";44;426;1728;1283;986;1103;4167;1603;1281;1638;2673;2490;1450;381;939;3248;326;20;6866;269;320;629;667;758;393;830;24;1;12;13630;6871;2568;1114;5662;643;168;1559;653;2907;226;439;2248;321;1071;-;-;3;11;-;-;1;15;4;16
"140028 Iracema";159;1204;2031;1729;1724;1967;4836;2908;2683;2723;2200;2449;1616;1110;2008;4550;195;21;1857;188;458;1033;1377;1017;113;498;1;15;11;22536;19260;6158;1176;6982;464;506;325;1478;13325;399;3789;5442;587;10540;-;3;2;2;-;6;-;4;1;1
"140030 Mucajaí";6;1672;4756;4576;3335;2883;9257;3288;3051;3701;7232;4329;4534;113;1168;2973;73;30;1049;464;1828;161;170;403;30;52;-;-;-;32981;1878;10801;3678;11562;368;1361;183;1663;139339;18521;8358;18534;197;27172;-;-;-;-;-;-;-;-;-;-
"140040 Normandia";-;1005;2763;1977;1771;2411;199516;1789;1215;1947;849;2200;408;251;637;1411;103;201;19;34;271;136;2218;204;105;14;-;-;302;3238;892;780;109;1377;17;62;2;157;6214;105;440;1483;234;6241;-;3;-;-;-;-;5;1;-;-
"140045 Pacaraima";2;1671;4149;2686;1890;1887;7230;2201;1945;1737;7880;5005;1775;1719;1333;1791;33;128;7809;562;301;1245;3265;1170;65;32;-;147;576;16063;18049;1491;2328;2448;175;1055;361;2879;5621;460;4808;8170;3936;8027;-;-;-;-;-;-;-;1;6;3
"140047 Rorainópolis";-;740;2645;2383;2149;2264;8604;3233;2627;2750;6114;6252;3722;2052;2032;5194;164;48;10837;548;206;809;1429;6;6;1;-;-;16;28497;709;11778;7106;16593;2769;2219;-;2096;116136;536;14096;13170;5;12;-;-;-;-;-;-;-;1;-;1
"140050 São João da Baliza";1;602;1774;1697;1373;1389;5034;2258;1462;1689;214;2473;1624;651;293;827;238;105;217;7;302;35;90;45;21;11;-;9389;200;13019;5876;121;182;677;34;102;-;724;805;178;2032;2239;-;2284;-;1;-;-;-;-;-;1;-;-
"140060 São Luiz";544;538;1710;1386;1018;1244;5079;1672;1581;1886;2911;1504;604;411;1010;2660;138;8;1415;14;46;60;35;137;43;28;7;1;176;8098;7840;1104;470;1801;66;49;4;149;21075;195;641;1530;5;960;-;2;-;-;-;-;-;-;-;1
"140070 Uiramutã";-;471;796;533;449;662;2264;480;269;492;1043;774;164;687;215;541;-;1;218;37;98;243;1050;132;42;48;1;-;17;2251;147;325;578;938;76;101;60;117;6;34;580;917;10;82;-;-;-;-;-;-;-;-;-;-
"150010 Abaetetuba";1138;3854;8668;7435;6698;9038;26833;8957;8886;12899;43863;15639;4618;2041;5372;24541;638;364;515521;2842;4907;3682;4505;11456;310;1030;385;544;249;97437;17174;27534;5790;33656;3961;7715;1034;1996;5185;2402;2902;7023;851;7663;-;25;10;3;-;2;-;6;5;-
"150013 Abel Figueiredo";808;955;1878;1662;1388;1804;4981;2560;2952;2989;1236;2696;1006;139;1955;8169;344;66;13155;190;1016;1400;22;613;186;249;9;2;-;14118;8827;837;227;155;85;316;2;118;93;128;1515;2649;65;1551;-;-;5;3;-;-;-;7;-;12
"150020 Acará";183;508;1272;964;946;1262;4858;2343;2434;2419;21363;2293;2153;610;5202;10803;264;258;7743;772;1448;684;5631;1955;123;150;1;62;296;48470;12851;137707;6678;38201;2136;2207;1531;923;1784;746;1417;12713;857;2418;-;-;-;-;-;-;-;-;-;1
"150030 Afuá";-;46;107;48;25;52;75;56;46;32;811;2632;503;57;144;618;45;5;207;-;94;-;16;5;-;-;-;14;186;9197;179;84;136;143;4;566;17;427;48;238;45;475;8;-;-;-;1;-;-;-;-;-;2;11
"150034 Água Azul do Norte";249;2711;6413;5386;4711;5009;16045;5724;5233;4965;14566;2732;1259;58;1214;5571;276;29;4443;685;1265;1180;6795;409;782;754;52;1;150;32925;13192;7248;6665;14281;1366;2291;1144;197;123;310;963;2068;1019;2280;-;1;-;-;-;-;-;2;-;2
"150040 Alenquer";-;624;2338;1775;1193;1748;6020;1841;2094;3181;9943;14083;9224;971;5927;14302;382;321;19458;328;2635;801;1290;253;106;518;-;-;3199;51081;20324;18649;1274;28830;1769;1131;155;5190;14757;676;2355;3667;384;4455;-;-;-;-;-;-;-;-;-;2
"150050 Almeirim";748;1076;3245;2706;1977;2763;7866;2281;1606;2903;11042;5167;1636;2549;3726;13634;72;14;4027;482;467;1489;6283;182;36;115;6;-;3;47403;12209;4364;1637;7915;830;3135;307;8198;8639;1261;1284;11983;139;2995;-;1;-;-;-;-;-;1;-;-
"150060 Altamira";24958;7102;20859;18426;17867;26935;78861;28025;24285;32581;24768;34591;2926;642;6738;24992;2782;760;120119;6388;2348;7793;36817;9942;403;963;733;1366;29;68511;216673;39909;10730;33579;8400;3579;4985;18100;59864;1277;5266;6459;8421;7727;-;-;2;-;-;-;-;4;2;10
"150070 Anajás";1141;674;1269;1329;1219;1555;3249;1557;1470;1352;17473;7729;4590;3732;2469;6972;208;63;1249;278;615;416;1567;2187;1251;2309;3;-;2;36616;597;3089;3113;2515;732;6042;57;232;74;590;1519;15639;279;1170;-;-;-;-;-;-;-;-;-;1
"150080 Ananindeua";1232;20505;49861;58088;60830;69653;208136;115466;112729;151746;735573;85212;68206;6256;207255;249423;4956;15730;1277122;30445;38149;15115;33348;119644;2388;5305;229;1217;2210;1827172;78008;75917;22576;74990;20442;16207;16871;31318;26775;17702;141058;185376;24890;129531;3;233;115;6;1;22;-;14;13;2
"150085 Anapu";2849;4547;13453;4680;4153;5816;304306;4278;3757;3373;2988;5556;3499;400;1559;4940;587;44;268;182;1141;622;4043;210;158;216;-;-;5;2754;5775;1748;511;542;306;40;46;235;10;227;4319;5095;333;4394;-;-;-;-;-;-;-;-;-;-
"150090 Augusto Corrêa";700;7350;19182;15734;10873;13334;38341;13778;11926;20223;109309;18654;4600;1098;5477;10259;293;254;31726;2227;3276;3321;2426;1758;482;487;88;-;39;165639;82390;37985;4954;55121;3247;2607;1794;6863;20395;876;4774;10044;1342;9105;-;8;2;1;1;1;-;-;4;1
"150095 Aurora do Pará";113;719;1424;1613;1714;2176;7480;2617;2387;3641;9664;4943;1650;255;3856;7322;205;122;8887;592;1379;1153;2757;1705;419;1583;138;174;42;36494;9876;11917;4856;20624;1169;1631;1020;791;68;541;1229;1351;10;3662;-;6;-;-;-;-;-;-;2;22
"150100 Aveiro";-;236;717;430;318;366;1565;594;533;712;488;1682;768;4;1090;9141;70;23;2195;-;-;-;-;6;37;30;-;-;16;12595;217;4703;842;12321;589;1575;587;279;170;115;52;547;7;337;-;-;-;-;-;-;-;-;-;-
"150110 Bagre";271;2483;2898;3016;3090;2903;4365;3058;2704;3304;4275;5396;933;202;1713;3237;326;193;4079;511;1382;1644;838;407;357;567;26;196;820;15961;938;4537;5315;7275;2331;4059;606;468;63;290;824;1241;309;664;-;-;2;-;-;-;-;2;-;-
