 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2013-2015
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"130040 Barcelos";3991;1879;4396;2996;2675;3652;12577;3979;3657;5498;2844;4669;1240;327;2081;2710;389;169;682;559;251;410;672;184;117;112;101;148;258;15622;3525;2161;2284;6080;258;823;199;578;674;224;990;2782;2045;3626;-;7;3;-;-;-;-;12;10;5
"130050 Barreirinha";-;2896;6598;5223;5031;5079;16867;6040;4979;9332;14636;7035;3332;1937;7403;14068;151;84;3950;378;432;2712;2139;146;225;131;1;-;452;46902;11525;10689;6631;11979;2389;2214;995;22121;22497;2097;3730;13730;450;4148;-;-;-;-;-;-;-;-;-;-
"130060 Benjamin Constant";2063;2648;113707;122969;137226;120555;12519;4953;4059;5175;3654;4904;641;333;1650;4336;125;152;8945;925;633;1373;722;267;149;211;20;8;425;7380;1987;3443;2738;16272;1284;225;48;3000;10417;465;723;1091;274;1486;1;-;-;2;-;-;-;10;8;21
"130063 Beruri";-;1785;2437;2094;1738;1828;3464;1385;1120;1377;4774;2713;1769;263;829;1586;38;22;1935;90;256;402;287;53;24;344;10;9;453;6856;4689;2486;2290;3381;442;342;193;4834;8452;109;6112;9663;7163;26110;-;-;-;-;-;-;-;-;-;-
"130068 Boa Vista do Ramos";4126;2459;4894;4506;4181;4428;9095;3923;3605;4309;5931;5530;3774;3295;6218;10859;101;138;11894;2338;2980;2839;4609;898;500;570;54;2;500;27174;6102;5454;5571;7189;1336;5896;802;15254;7740;1651;9346;14348;2605;13881;-;8;1;2;-;-;-;1;2;10
"130070 Boca do Acre";16790;1585;4696;5103;3763;3816;11105;4749;3883;5122;1715;9330;691;369;1451;6049;85;525;34284;821;304;2173;5372;261;44;20;1;-;37;14026;5416;6855;2497;7299;897;578;158;1140;1390;1100;1724;4127;483;1187;-;-;1;1;-;-;-;-;-;2
"130080 Borba";11106;3888;9692;8586;6992;7443;18696;7350;7036;10090;11699;12174;8164;293;5978;14055;182;209;16827;2564;482;1564;2256;1930;294;1461;20;483;395;63491;12376;16928;8222;23119;2311;3041;818;5707;251521;1077;4228;5710;2509;9608;-;3;1;1;-;-;-;-;6;10
"130083 Caapiranga";155;1591;3672;3870;3672;4262;14492;7346;7994;12717;6109;3507;2505;845;5057;11531;81;100;10112;1875;920;661;1305;5071;184;855;6;1264;7282;31004;51963;7081;3578;5301;1282;945;1181;3801;25180;397;9666;8641;6093;13117;-;7;4;-;-;4;-;2;-;2
"130090 Canutama";17049;6585;4515;4240;4304;5270;10571;6840;6732;9212;11719;2509;1734;561;1702;8080;37;156;14920;2117;1781;805;426;151;67;99;-;-;16;30765;-;5428;7378;9873;199;863;30;59;843;238;1938;2267;25;3002;-;1;-;-;-;-;-;-;-;-
"130100 Carauari";467;3336;3738;3536;3339;4425;7620;5779;5771;5254;5190;5186;4286;735;4156;5393;89;65;3574;1493;1283;2646;196;506;227;167;19;8;205;7427;3050;1241;1118;1987;564;1471;212;591;159;1003;1643;3277;1490;1484;2;5;21;-;-;6;-;-;1;6
"130110 Careiro";995;2590;7647;7459;5349;5799;17451;8247;7832;9160;15209;7773;4298;389;4789;13519;96;251;17836;2415;1330;2558;2326;1880;169;899;1;1155;166;314504;9924;9859;4363;11809;1696;2277;1713;119611;1295;2381;1737;6546;470;5928;1;19;5;2;-;2;-;-;1;2
"130115 Careiro da Várzea";316;2484;6086;5960;5593;5965;15190;9053;9090;11547;6497;3111;3326;340;6834;15212;432;183;15088;4419;2525;1170;6755;6494;197;902;69;3289;267;35905;10620;8066;3711;7136;1036;3214;352;2484;12693;802;5024;7523;3846;5351;-;95;11;2;-;6;5;48;42;3
"130120 Coari";1854;8737;20967;17293;13561;16702;58850;21940;20911;31828;57956;26752;18289;1699;10504;29740;159;526;115827;3535;3970;7231;48548;12528;218;665;72;1104;53;285063;81800;59267;13658;24935;8278;4523;13402;22682;44219;6632;15004;19012;13705;72081;11;293;20;-;1;-;-;-;8;24
"130130 Codajás";2511;2523;5960;5363;5065;6220;16726;6724;6512;9279;18598;9383;2884;747;3988;8517;92;161;26369;2335;1761;5115;5465;1511;484;1099;142;1;346;354499;26959;17409;6109;11973;3329;2270;300;1434;19134;1125;4237;7526;2784;4629;-;3;4;-;-;2;-;1;-;1
"130140 Eirunepé";2249;3543;8335;6659;5104;7410;25192;8469;7136;9476;13517;11458;4321;216;4115;16041;188;88;13981;2967;581;697;1949;4193;243;84;29;-;16;49649;301;5785;1348;15166;779;244;65;1244;30588;638;2907;5214;121;4898;-;-;-;-;-;-;-;-;-;-
"130160 Fonte Boa";1321;2170;4664;4903;4793;5430;13725;4666;4009;5091;17570;9983;2785;3426;3492;7235;229;512;35181;2255;2036;3354;2030;242;99;43;14;16;453;20407;31372;2970;990;1239;747;92;57;7764;29585;228;6432;3153;4695;886;-;-;1;-;-;-;-;-;-;-
"130165 Guajará";15;775;1696;1720;2578;2250;5456;3064;2554;2352;5533;5413;1807;2178;2705;10728;368;61;3374;2180;570;1722;4049;1434;190;98;-;86;154;25953;767;3893;774;5205;1156;485;1;5264;20133;348;3987;9479;448;3362;14;50;27;2;-;-;1;30;1;-
"130170 Humaitá";21503;4024;8426;8005;7319;7492;26190;11369;10998;18078;21136;15994;5795;1471;7738;21404;333;334;158029;9507;2387;4064;25506;12524;240;1094;14;1320;91199;78558;81609;13500;10672;20815;3809;5963;1509;22656;383845;4988;2983;7618;10421;5720;2;36;11;3;-;5;2;14;24;2
"130180 Ipixuna";1513;2925;5461;4834;4121;4991;12218;5424;4036;4147;6817;6465;1706;984;1158;4677;41;59;3991;1027;666;1979;1548;271;228;97;110;1301;665;16246;8495;2102;2606;4130;335;860;71;536;555;206;1519;2811;805;1059;21;5;2;9;-;-;-;1;-;-
"130185 Iranduba";6083;7652;16426;12840;10415;12908;30052;16598;18701;20374;58499;18328;14502;4675;21296;52172;453;420;24076;4337;6040;5302;14204;9734;504;472;14;331;904;130653;41919;43023;4949;21581;6593;3917;514;4224;48837;1894;37741;176119;29228;48908;1;3;2;2;-;-;14;8;1;1
"130190 Itacoatiara";21231;10892;23697;24462;21132;25353;71278;28891;26125;35347;40518;28114;14559;4602;22419;43429;699;1187;243878;5064;4147;6362;39583;11917;448;2000;793;1000;1311;178498;70225;35453;22416;82920;11761;10126;5853;8001;83820;2208;16663;22002;12505;28373;-;15;8;3;-;-;-;2;5;-
"130195 Itamarati";91;7460;14996;7222;6985;7228;7912;7379;7145;8061;9933;8758;3185;561;4959;9748;1097;205;663;34;1703;1514;36;2044;1422;1745;10;-;-;14652;80;1073;78;154;742;6801;581;1688;1394;786;12870;19593;-;25327;-;-;-;-;-;-;-;-;-;-
"130200 Itapiranga";1281;2131;4304;3767;3606;4234;9948;4156;3283;6269;7996;5589;1421;147;3399;8880;66;90;7683;344;21;3463;7855;600;-;7;-;1520;1565;40019;25161;3270;2184;4351;407;65;42;268;111;1570;1244;2386;7000;2616;-;-;-;-;-;-;-;-;-;2
"130210 Japurá";59;2142;4732;3053;2716;3219;8091;2929;2196;2197;3814;3516;1019;267;961;2841;10;42;4498;281;260;1101;318;234;355;228;28;3;26;21143;6065;3788;2465;8126;569;1251;371;473;846772;402;1838;6676;1006;5630;59;3;-;-;-;-;-;-;2;15
"130220 Juruá";41;1387;2741;2560;2180;2698;6805;2761;2368;2921;6713;3522;1960;3309;917;3004;211;47;8299;1214;1721;1920;1777;547;755;469;2;31;1973;11756;8005;1977;1727;2791;343;1218;198;9876;450;341;4660;8284;3017;11910;-;-;-;-;-;-;-;-;-;6
"130230 Jutaí";1235;3762;7752;6709;5798;5886;13315;6199;5161;5635;6415;8967;1658;1091;2603;5954;193;182;1699;183;307;1880;796;184;114;109;17;15;647;28122;5333;1133;706;2668;240;4289;91;6310;59;596;5618;13531;1115;8628;-;2;-;1;-;-;-;4;2;-
"130240 Lábrea";29;3813;6943;8343;7387;9459;24617;10795;9450;12607;7862;13585;6604;13558;7418;27880;326;123;51065;2256;6004;5108;9360;1347;233;170;-;7370;16198;44327;20516;6650;732;12588;1067;1328;21;52222;10080;1047;8903;14769;1443;53522;-;5;3;-;-;-;-;-;-;-
"130250 Manacapuru";26528;13486;23033;21167;18217;22999;50154;27952;26626;36489;49546;34656;23397;5321;26785;52591;237;1063;73719;10279;16669;14366;13387;12172;918;1985;152;270;725;121940;211798;1042734;39592;81428;14652;10852;2337;62731;84325;5327;12613;20779;18936;33876;-;2;9;2;-;1;2;14;6;5
"130255 Manaquiri";2369;1395;2659;2632;2250;3494;6806;4248;3727;4228;3975;4976;2876;597;4575;9295;259;168;36430;2053;1118;1372;1475;1905;83;86;2;-;818;18462;7609;3782;3307;6301;2349;714;563;6208;96358;297;8862;15122;3099;28884;-;-;2;6;-;-;-;-;1;-
"130260 Manaus";29581;15563;32002;34033;34826;51751;142069;80440;80962;102555;108014;91080;54474;9303;77817;157599;921;3940;200610;33949;39364;26424;55877;283347;747;2500;806;1307;6539;384365;136060;254823;88635;201727;57043;11553;6586;52701;203744;11566;53684;52785;5562;107299;157;114;88;23;3;19;19;5;24;14
"130270 Manicoré";11375;4975;10519;8478;8924;9978;28623;11646;9696;11632;30745;14113;4844;1370;5633;19733;593;478;15566;6406;6114;5097;7497;2567;1108;2488;77;15145;3255;74162;32931;14551;7657;45412;3754;3741;1081;3621;7215;978;109070;11951;8996;14629;15;19;8;22;4;5;4;44;28;2
"130280 Maraã";20;1743;4955;3657;3003;3255;10363;2882;2106;2570;653;5293;715;131;984;2435;1;1;7134;73;708;2188;2073;30;43;114;41;130;381;19958;8346;741;255;3370;68;1314;84;337;3462;219;1883;5815;1959;3601;-;-;-;-;-;-;-;-;-;-
"130290 Maués";2312;5716;13479;10945;9651;13122;37695;16427;17358;23083;13842;16921;5706;523;6675;14926;276;376;61067;4034;943;4147;11187;2625;111;267;31;399;27;61732;30799;15611;6554;23256;3409;2382;829;13058;339;913;2910;2844;2697;6549;-;-;-;-;-;-;-;1;-;-
"130300 Nhamundá";23;2128;5995;5174;4197;5203;14345;5206;4523;7563;19464;5016;1952;632;2971;8090;15;132;20634;679;947;1788;1456;405;56;169;66;381;16;39038;16816;6493;2582;11665;338;652;237;11640;18164;426;969;4005;591;2679;-;1;-;-;-;1;-;1;5;-
"130310 Nova Olinda do Norte";3459;4308;9621;8753;7866;8676;19049;8801;6885;9179;18125;8837;4497;925;4792;11187;248;174;352384;1929;2432;2141;4511;1583;353;830;88;1034;5705;60588;17048;6548;3677;17442;1171;3169;353;2904;548;1219;6983;18248;5977;45243;4;43;4;2;-;3;-;5;10;3
"130320 Novo Airão";1341;1958;4057;3460;2822;3170;8745;3851;3332;4607;2846;4645;2032;3190;2089;4573;45;39;5740;628;1146;1323;3258;809;115;412;1;-;7;10352;4738;3394;4243;6621;515;515;76;483;4382;271;1214;1455;863;621;-;6;13;1;2;4;8;4;4;-
"130330 Novo Aripuanã";10;1767;5660;4826;4113;4521;13734;4688;3667;5936;21900;6745;2972;904;3608;7692;132;66;18321;1200;1437;1419;862;406;115;121;24;-;13001;48268;5723;8063;8864;12197;704;413;54;611;15780;572;7298;12233;2370;2211;-;3;1;-;-;1;-;1;-;-
"130340 Parintins";9447;6734;14691;14247;14929;17938;37294;32524;24218;39482;36448;26084;9499;5670;143349;39558;539;2070;230363;4230;5264;249756;18795;13002;1343;1666;24;4487;7255;250412;59439;81408;24283;48320;116829;12259;1017;87491;33836;3493;15695;21734;10335;299363;9;39;9;2;10;13;-;9;5;7
"130350 Pauini";9697;3199;4563;4547;5135;6320;21564;5279;4483;5319;2092;10709;3273;68;3128;13955;77;33;2889;241;356;2787;316;129;244;267;9;208;908;34949;19407;44290;19596;87308;15113;7581;8389;1249;3595;823;25041;39759;19296;23391;-;5;-;40;-;-;-;4;1;-
"130353 Presidente Figueiredo";3724;3553;11586;10579;9339;10822;34152;15647;14037;17083;9089;11053;6743;2681;10088;28088;265;474;40596;2747;2883;5016;9152;14665;180;1622;17;10107;1618;72369;64707;18513;10385;23491;2562;1459;528;14105;51509;1308;7402;11221;11450;140317;3;19;2;1;1;1;-;3;3;5
"130356 Rio Preto da Eva";457;4962;9882;8818;5877;6278;21072;7354;7194;9323;12503;7337;4427;2501;4240;9311;40;163;14145;2249;2521;2251;12898;5462;135;600;95;3;976;59710;5639;21563;6300;14996;3605;863;134;2843;24705;731;6229;8262;4219;15847;1;6;1;-;-;1;-;-;5;11
"130360 Santa Isabel do Rio Negro";-;889;1575;1604;1568;1672;2616;1900;1815;2073;1593;813;153;35;399;2665;8;23;763;118;53;104;11;62;28;38;-;15;136;15193;39;827;1221;1435;13;455;-;11;101;189;1357;5253;-;787;-;4;-;-;-;-;-;-;-;1
"130370 Santo Antônio do Içá";3700;11292;18508;12847;9147;9385;21342;8978;6390;6177;57015;6841;2420;261;3127;12220;7;38;2878;718;329;267;117;11;34;144;3;364;112;71139;9133;6305;11408;49466;385;1595;200;2741;6654;1666;7542;18610;1976;8733;-;6;-;-;-;-;-;-;-;-
"130380 São Gabriel da Cachoeira";6368;1806;4303;3320;2471;3046;11645;4916;3961;6376;8689;6642;3406;783;2422;6786;105;251;58269;1789;674;617;2179;2017;66;116;-;-;132;27919;4424;4203;3375;5762;1155;5278;3;2460;11054;859;2304;3640;3188;4290;-;-;-;2;-;-;-;1;8;47
"130390 São Paulo de Olivença";10468;4602;9141;5767;4241;5485;16251;5301;4588;7455;22890;7296;2678;585;2179;5980;43;252;13988;843;1633;4068;928;438;491;502;134;843;1385;48375;100352;5877;8172;17518;943;3110;328;3962;8539;878;2966;8787;1523;44588;-;3;-;-;-;-;-;3;1;8
"130395 São Sebastião do Uatumã";58;2480;5463;4601;3489;4955;12573;4171;3962;6338;15191;5059;1692;2001;3473;7296;89;53;10801;1232;1500;1633;3961;462;293;235;19;6672;787;35413;8908;3640;3448;8042;655;1361;325;690;4344;484;2762;4289;1725;1890;-;3;-;-;-;-;-;4;-;4
"130400 Silves";2450;1785;4723;3461;2523;2753;9221;3274;2718;3493;5139;3607;1083;235;1683;3665;34;66;4549;438;145;429;975;155;79;197;9;2;16;271066;16184;2667;630;19731;811;375;1297;5107;17995;159;923;2495;1489;4962;-;-;-;-;-;-;-;-;-;-
"130406 Tabatinga";6802;2034;4627;3953;3506;4023;14490;6132;4989;7138;12200;12044;1923;476;2785;5790;34;386;15989;1711;763;1761;5825;981;108;106;11;1390;1289;51815;5186;5098;7491;3936;2264;234;818;8692;13607;1292;2749;5389;3803;7131;176;5;-;-;-;1;-;-;1;4
"130410 Tapauá";2264;3758;7634;6369;6189;8789;22193;8539;7761;8395;13034;7830;2887;1205;6034;26673;327;10;22592;2232;2537;2189;4347;1775;275;101;341;4332;1345;66824;20878;9033;10873;19150;2196;1234;455;114776;15475;581;14661;19336;11008;10958;-;2;-;-;-;-;-;-;-;-
"130420 Tefé";797;8320;21389;16622;12424;15553;52954;19000;17382;25375;7341;27017;10184;1420;10543;23946;98;1144;83256;4584;2485;7300;9333;4016;675;1356;35;44;1362;88970;61011;10615;5424;19687;4009;3234;860;1450;2625;1888;3180;7732;1349;33623;3;27;10;7;-;1;1;5;23;6
"130423 Tonantins";1;3696;4945;5306;4733;5004;5035;5105;5230;4876;995;3122;5030;690;2007;6331;438;664;8051;3467;3608;3552;1995;54;179;74;11;-;709;27852;2857;5922;5601;7593;2440;3389;1264;3837;656;617;11821;29576;6975;34142;-;-;-;-;-;-;-;-;-;-
"130426 Uarini";-;2426;6858;4853;3595;4537;13680;3820;3049;3529;15721;4651;1917;539;1178;3984;568;151;46935;1101;194;1217;2663;437;41;109;-;-;6;29315;12451;1705;1756;2115;177;529;45;4470;5245;196;1683;3717;2101;13934;1;-;1;1;-;-;-;8;40;4
"130430 Urucará";7672;2598;6061;4895;4039;5596;14651;6330;5517;9645;24902;6156;3506;637;3417;6728;26;48;27780;797;1006;1651;3260;410;83;584;8;355;-;90175;6194;15347;1545;27261;1163;1221;496;604;16003;483;3268;4318;2892;6636;-;3;1;2;-;-;1;-;2;11
"130440 Urucurituba";379;1271;2431;2119;1996;2374;4889;2567;2333;2762;4511;2681;1513;311;1646;3014;47;69;5392;624;450;943;2981;637;121;328;8;-;-;9162;6360;1565;713;1316;157;352;125;589;108;505;2177;3863;538;8029;-;1;2;2;-;1;-;-;1;13
"140005 Alto Alegre";-;868;1986;1816;1743;1632;4323;2905;2655;3413;4288;3320;2431;1369;2290;5133;153;4;1023;259;132;402;1658;805;20;21;-;48;46;12063;3858;2428;483;708;214;1156;137;212;3175;182;4510;9289;362;14954;-;-;-;6;-;-;-;5;-;-
"140002 Amajari";64;703;2047;1885;1468;1763;5651;2513;2651;2371;920;1290;377;281;1746;4302;77;23;1270;118;139;336;486;573;511;804;34;-;65;12095;930;2028;1127;3158;333;231;254;105;27;153;1314;1751;35;1875;-;5;-;3;-;-;1;15;4;3
"140010 Boa Vista";92547;13338;23309;22391;22196;35084;129536;60882;58517;87251;44252;83007;38155;19417;51803;117129;1944;2565;173903;24633;17740;21486;56402;65353;690;5345;1480;3988;160;344522;30159;10408;4473;19581;5592;970;498;7938;7573;3351;23988;36043;1708;26110;5;137;18;11;-;25;5;27;16;66
"140015 Bonfim";-;1638;4440;3655;2450;2492;8070;3803;2750;3690;7676;3355;2438;1559;5566;11910;221;81;3120;942;1054;1515;1060;1938;181;133;209;326;446;45343;12250;3329;1952;15057;422;1101;289;594;11775;573;1771;12244;2216;10152;-;4;6;1;1;2;-;4;25;3
"140017 Cantá";422;639;1729;1608;1334;1600;4596;2454;2039;2467;2133;2366;868;332;1487;3019;39;77;4647;665;660;665;1241;1388;112;200;18;4560;252;14294;1966;1295;812;1291;143;226;19;394;4438;227;1277;2543;348;1664;-;-;-;-;-;-;2;3;2;-
"140020 Caracaraí";1;1568;4439;4029;3266;3369;12068;5346;4947;6007;5123;6166;3606;1410;3118;8103;194;79;3019;288;628;1715;561;1644;45;66;15;9880;308;25582;4450;5523;723;2568;946;272;25;264;3095;415;1274;2280;219;4738;-;-;2;-;-;2;-;6;1;19
"140023 Caroebe";-;618;1725;1357;1007;1359;4531;1846;1518;2069;2468;2353;1040;152;1304;3909;117;23;1022;224;168;247;105;707;69;912;-;-;-;14401;1338;2340;651;3652;369;147;133;90;7;134;583;3468;46;962;-;-;5;-;-;-;-;1;1;3
"140028 Iracema";7;1026;2298;2165;2173;2577;5861;3184;2665;2811;2336;3038;1566;1639;3147;5598;80;12;3401;283;933;1748;3598;781;92;339;77;56;149;16063;5197;6444;1601;5727;662;150;409;5130;3232;1247;3532;6222;2052;7670;-;31;4;-;-;4;1;9;4;2
"140030 Mucajaí";-;1076;3432;2734;2152;2906;9322;3875;3385;4804;4627;5617;3027;262;1693;4720;76;22;857;158;119;240;129;1464;35;214;-;-;260;15128;23510;2497;547;1399;298;96;28;418;95597;1654;2053;13652;479;25419;-;-;-;-;-;-;-;-;-;-
"140040 Normandia";-;492;1506;939;665;964;3115;988;693;1117;519;991;115;67;503;1451;30;41;181;11;30;13;100;2;3;36;2;8;21;2334;811;315;55;373;13;28;4;36;1099;54;210;1375;130;4391;3;-;-;-;-;1;-;3;2;-
"140045 Pacaraima";-;1222;2640;1948;1394;1638;5942;2250;1949;2431;6915;4376;1366;733;1596;2962;107;139;7525;1070;84;622;805;885;37;135;2;6552;1204;12639;6992;1108;1808;2180;205;612;420;2542;2046;221;3750;4530;2008;6976;1;1;-;-;-;-;-;2;2;2
"140047 Rorainópolis";-;1103;3155;2700;2119;3098;10752;3174;3165;3757;9070;6104;2653;1539;2382;6099;123;103;4564;522;239;964;519;612;75;272;9;2371;48;15217;49;10442;3151;6065;1364;1197;38;201;30936;333;5536;5250;26;5551;1;5;-;-;-;-;-;5;10;5
"140050 São João da Baliza";-;172;829;891;647;703;2432;1044;703;907;442;1810;1178;415;274;688;113;33;243;84;572;128;18;80;-;-;3;5663;140;6207;239;131;58;181;13;24;22;607;359;90;189;544;7;5711;-;9;1;-;-;-;-;-;-;-
"140060 São Luiz";3;561;2011;1617;1189;1232;5860;2236;2235;3027;1076;1673;662;320;1628;3455;81;20;1190;251;237;316;958;332;37;37;1;-;1;4673;8530;1128;632;1440;128;125;3;118;40;116;1455;1991;33;1725;-;-;-;-;-;-;-;-;-;-
"140070 Uiramutã";-;870;1634;1129;912;1356;4600;1136;721;623;2400;1716;301;237;1029;1688;13;18;2990;90;150;623;2449;589;190;371;1;6;40;6921;1843;63;877;8045;3;386;-;412;87;197;3510;4218;1099;2393;-;-;-;-;-;-;-;2;-;-
"150010 Abaetetuba";2456;3725;7510;7344;7254;10066;29027;11011;11169;17544;55668;26363;4508;1470;10223;29833;446;484;70874;4110;4450;6219;8742;17790;452;1348;23;174;2;147169;38379;36430;5800;64179;7096;7818;2856;3582;535;3604;4935;12542;1573;8655;4;4;1;-;-;-;-;-;-;1
"150013 Abel Figueiredo";752;1159;1398;1711;1816;2353;4922;3609;3751;3573;933;2405;745;76;2452;8309;424;223;7197;281;886;821;146;217;314;230;14;9;-;10880;7345;472;322;214;77;511;2;148;95;132;1659;4355;11;1827;-;-;2;-;-;-;-;-;-;-
"150020 Acará";909;936;2819;2947;2172;2867;9574;3584;2992;5621;16077;3249;1388;267;4095;9729;417;49;14442;1635;2106;965;11666;1944;182;1054;11;5;112;56195;22497;21455;2318;38999;2518;2726;1191;2587;1221;1048;3991;5469;1151;5662;-;-;-;-;-;-;-;-;-;3
"150030 Afuá";-;365;854;692;446;493;1852;697;570;943;3150;2794;1112;124;282;1386;57;28;3130;332;488;356;166;136;32;47;-;1;-;4827;737;612;55;128;25;698;10;790;196;243;376;774;53;5048;-;2;2;7;-;-;1;19;17;15
"150034 Água Azul do Norte";19;596;1666;1501;1207;1547;4910;2001;1685;2509;5205;1823;429;27;946;3763;259;20;1968;539;584;386;520;242;89;248;8;27;20;24308;1781;4035;2267;6684;638;498;632;65;163;273;1220;3256;503;18326;-;3;1;-;-;-;-;1;2;3
"150040 Alenquer";165;708;1714;1506;1183;1880;6252;2100;2255;3810;4952;12246;2335;199;1964;4769;92;643;6897;3131;655;711;2206;1373;216;99;-;-;18;22339;19349;5271;466;6282;445;409;122;5808;1937;1502;504;539;22;306;-;4;1;-;-;1;-;-;1;-
"150050 Almeirim";246;962;2905;2167;1951;2974;9145;3518;2941;3702;8241;5209;1438;1305;2586;8452;193;4;820;162;653;2113;8379;416;11;119;2;1;220;18174;5432;5355;2115;8569;1317;2300;454;2139;29;264;2256;3035;218;3060;-;-;-;-;-;1;-;2;2;-
"150060 Altamira";4773;3175;7923;10117;10743;12959;33802;12683;11946;15112;10523;17990;1347;92;4404;12755;1266;1112;62327;2771;1976;5247;19659;4210;164;474;30;12347;30370;37277;63493;17246;4730;18788;5418;3028;1854;5001;8167;389;1699;2089;948;1265;-;-;-;-;-;-;-;-;-;-
"150070 Anajás";102;312;492;526;475;599;1517;739;630;823;1016;1185;185;81;437;951;66;55;318;62;8;98;15;56;10;9;-;-;1;4677;713;675;576;634;325;820;123;4;1;168;386;1162;275;796;-;-;-;-;-;-;-;-;-;-
"150080 Ananindeua";5425;16075;31491;31383;33409;43269;111640;76013;80684;109916;154513;57815;40338;9191;89762;163573;3204;9105;278343;24432;24267;11132;28355;79747;799;4027;118;1852;1253;419805;71799;61546;13142;113699;18333;12369;6307;19637;4722;52791;76317;111595;7128;81804;-;115;65;16;-;10;-;50;10;10
"150085 Anapu";-;8;5;15;8;3;19;54;4;4;62;3;-;-;-;5;-;-;7;-;1;2;2;5;-;11;-;-;1;212;-;6;26;7;-;-;2;1;-;3;-;24;-;-;-;-;-;-;-;-;-;-;-;-
"150090 Augusto Corrêa";17;4009;10795;10049;7847;9319;26331;10215;10005;20157;54622;12626;4082;1326;7376;13904;150;185;37089;4110;4150;4231;3933;3577;538;1972;30;190;26;79678;49610;16778;1543;33717;2738;1624;2146;3426;8641;749;6676;7162;3808;13048;-;2;1;-;-;-;-;-;-;-
"150095 Aurora do Pará";7;1136;2346;2359;2398;2929;8077;4053;3625;5655;8391;5643;1125;274;4068;8022;270;100;8314;299;949;882;558;1125;214;709;4;-;-;33897;8902;7458;1241;12620;739;416;322;339;20;372;1089;1422;54;2010;-;2;1;-;-;-;-;2;1;-
"150100 Aveiro";-;294;736;609;489;504;1640;613;622;837;81;740;274;5;891;4946;340;8;-;-;-;-;-;-;1;-;-;-;-;2936;392;675;170;1793;138;229;153;67;17;116;165;444;35;602;-;-;-;-;-;-;-;-;-;-
"150110 Bagre";904;1650;2107;1872;1789;2145;2845;2255;2340;2174;2373;3560;367;48;1277;2629;323;108;11207;900;229;2105;4150;735;226;327;-;21;209;14756;3087;5269;4964;8204;2346;2832;719;187;16;201;391;682;112;107;-;-;-;-;-;-;-;2;-;-
"150120 Baião";6;1359;2239;1895;1998;2716;3843;2260;2202;2249;4949;3855;1379;564;2469;3610;208;16;4885;368;383;250;81;31;11;50;-;-;2;20279;4303;6609;3395;6607;2074;2542;258;928;45;378;2753;2927;708;2509;-;-;-;-;-;-;-;-;-;-
"150125 Bannach";1330;601;998;1127;1073;992;2087;1307;1185;1232;373;636;576;88;727;3646;7;7;15161;2297;160;355;1098;1669;598;780;1;-;261;7731;6325;3224;3376;10093;384;155;428;69;60;64;1883;158004;634;737;-;-;-;-;-;-;-;-;-;-
